"lea_name","lea_id","state","year","homeschool_students"
"Cashton School District","5502340","WI","2019",54
"Cashton School District","5502340","WI","2020",60
"Cashton School District","5502340","WI","2021",60
"Cashton School District","5502340","WI","2022",50
"Cedar Grove-Belgium Area School District","5502430","WI","2017",51
"Cedar Grove-Belgium Area School District","5502430","WI","2018",42
"Cedar Grove-Belgium Area School District","5502430","WI","2019",60
"Cedar Grove-Belgium Area School District","5502430","WI","2020",60
"Cedar Grove-Belgium Area School District","5502430","WI","2021",67
"Cedar Grove-Belgium Area School District","5502430","WI","2022",64
"Cedarburg School District","5502460","WI","2017",68
"Cedarburg School District","5502460","WI","2018",64
"Cedarburg School District","5502460","WI","2019",51
"Cedarburg School District","5502460","WI","2020",85
"Cedarburg School District","5502460","WI","2021",74
"Cedarburg School District","5502460","WI","2022",73
"Central/Westosha Uhs School District","5513290","WI","2017",31
"Central/Westosha Uhs School District","5513290","WI","2018",24
"Central/Westosha Uhs School District","5513290","WI","2019",17
"Central/Westosha Uhs School District","5513290","WI","2020",20
"Central/Westosha Uhs School District","5513290","WI","2021",23
"Central/Westosha Uhs School District","5513290","WI","2022",20
"Chequamegon School District","5500058","WI","2017",21
"Chequamegon School District","5500058","WI","2018",23
"Chequamegon School District","5500058","WI","2019",27
"Chequamegon School District","5500058","WI","2020",38
"Chequamegon School District","5500058","WI","2021",50
"Chequamegon School District","5500058","WI","2022",47
"Chetek-Weyerhaeuser Area School District","5500061","WI","2017",63
"Chetek-Weyerhaeuser Area School District","5500061","WI","2018",59
"Chetek-Weyerhaeuser Area School District","5500061","WI","2019",51
"Chetek-Weyerhaeuser Area School District","5500061","WI","2020",65
"Chetek-Weyerhaeuser Area School District","5500061","WI","2021",78
"Chetek-Weyerhaeuser Area School District","5500061","WI","2022",70
"Chilton School District","5502520","WI","2017",36
"Chilton School District","5502520","WI","2018",33
"Chilton School District","5502520","WI","2019",44
"Chilton School District","5502520","WI","2020",39
"Chilton School District","5502520","WI","2021",54
"Chilton School District","5502520","WI","2022",51
"Chippewa Falls Area Unified School District","5502550","WI","2017",136
"Chippewa Falls Area Unified School District","5502550","WI","2018",147
"Chippewa Falls Area Unified School District","5502550","WI","2019",148
"Chippewa Falls Area Unified School District","5502550","WI","2020",211
"Chippewa Falls Area Unified School District","5502550","WI","2021",222
"Chippewa Falls Area Unified School District","5502550","WI","2022",211
"Clear Lake School District","5502610","WI","2017",19
"Clear Lake School District","5502610","WI","2018",23
"Clear Lake School District","5502610","WI","2019",33
"Clear Lake School District","5502610","WI","2020",52
"Clear Lake School District","5502610","WI","2021",60
"Clear Lake School District","5502610","WI","2022",77
"Clinton Community School District","5502640","WI","2017",37
"Clinton Community School District","5502640","WI","2018",48
"Clinton Community School District","5502640","WI","2019",48
"Clinton Community School District","5502640","WI","2020",53
"Clinton Community School District","5502640","WI","2021",40
"Clinton Community School District","5502640","WI","2022",35
"Clintonville School District","5502670","WI","2017",78
"Clintonville School District","5502670","WI","2018",90
"Clintonville School District","5502670","WI","2019",82
"Clintonville School District","5502670","WI","2020",93
"Clintonville School District","5502670","WI","2021",64
"Clintonville School District","5502670","WI","2022",67
"Cochrane-Fountain City School District","5502700","WI","2017",28
"Cochrane-Fountain City School District","5502700","WI","2018",23
"Cochrane-Fountain City School District","5502700","WI","2019",32
"Cochrane-Fountain City School District","5502700","WI","2020",36
"Cochrane-Fountain City School District","5502700","WI","2021",37
"Cochrane-Fountain City School District","5502700","WI","2022",45
"Colby School District","5502730","WI","2017",22
"Colby School District","5502730","WI","2018",23
"Colby School District","5502730","WI","2019",23
"Colby School District","5502730","WI","2020",25
"Colby School District","5502730","WI","2021",35
"Colby School District","5502730","WI","2022",43
"Coleman School District","5502760","WI","2017",12
"Coleman School District","5502760","WI","2018",17
"Coleman School District","5502760","WI","2019",16
"Coleman School District","5502760","WI","2020",35
"Coleman School District","5502760","WI","2021",38
"Coleman School District","5502760","WI","2022",29
"Columbus School District","5502820","WI","2017",68
"Columbus School District","5502820","WI","2018",79
"Columbus School District","5502820","WI","2019",64
"Columbus School District","5502820","WI","2020",64
"Columbus School District","5502820","WI","2021",67
"Columbus School District","5502820","WI","2022",51
"Cornell School District","5502880","WI","2017",23
"Cornell School District","5502880","WI","2018",15
"Cornell School District","5502880","WI","2019",20
"Cornell School District","5502880","WI","2020",37
"Cornell School District","5502880","WI","2021",32
"Cornell School District","5502880","WI","2022",39
"Crandon School District","5502910","WI","2017",37
"Crandon School District","5502910","WI","2018",28
"Crandon School District","5502910","WI","2019",25
"Crandon School District","5502910","WI","2020",32
"Crandon School District","5502910","WI","2021",46
"Crandon School District","5502910","WI","2022",53
"Crivitz School District","5502970","WI","2017",29
"Crivitz School District","5502970","WI","2018",34
"Crivitz School District","5502970","WI","2019",47
"Crivitz School District","5502970","WI","2020",62
"Crivitz School District","5502970","WI","2021",68
"Crivitz School District","5502970","WI","2022",69
"Cuba City School District","5503030","WI","2017",17
"Cuba City School District","5503030","WI","2018",23
"Cuba City School District","5503030","WI","2019",28
"Cuba City School District","5503030","WI","2020",40
"Cuba City School District","5503030","WI","2021",34
"Cuba City School District","5503030","WI","2022",39
"Cudahy School District","5503060","WI","2017",46
"Cudahy School District","5503060","WI","2018",34
"Cudahy School District","5503060","WI","2019",42
"Cudahy School District","5503060","WI","2020",51
"Cudahy School District","5503060","WI","2021",58
"Cudahy School District","5503060","WI","2022",50
"Cumberland School District","5503090","WI","2017",11
"Cumberland School District","5503090","WI","2018",9
"Cumberland School District","5503090","WI","2019",12
"Cumberland School District","5503090","WI","2020",26
"Cumberland School District","5503090","WI","2021",29
"Cumberland School District","5503090","WI","2022",27
"D C Everest Area School District","5513170","WI","2017",157
"D C Everest Area School District","5513170","WI","2018",145
"D C Everest Area School District","5513170","WI","2019",142
"D C Everest Area School District","5513170","WI","2020",192
"D C Everest Area School District","5513170","WI","2021",158
"D C Everest Area School District","5513170","WI","2022",168
"De Forest Area School District","5503180","WI","2017",64
"De Forest Area School District","5503180","WI","2018",74
"De Forest Area School District","5503180","WI","2019",78
"De Forest Area School District","5503180","WI","2020",139
"De Forest Area School District","5503180","WI","2021",102
"De Forest Area School District","5503180","WI","2022",91
"De Pere School District","5503210","WI","2017",118
"De Pere School District","5503210","WI","2018",116
"De Pere School District","5503210","WI","2019",129
"De Pere School District","5503210","WI","2020",166
"De Pere School District","5503210","WI","2021",181
"De Pere School District","5503210","WI","2022",164
"Deerfield Community School District","5503270","WI","2017",20
"Deerfield Community School District","5503270","WI","2018",25
"Deerfield Community School District","5503270","WI","2019",19
"Deerfield Community School District","5503270","WI","2020",47
"Deerfield Community School District","5503270","WI","2021",33
"Deerfield Community School District","5503270","WI","2022",28
"Delavan-Darien School District","5503640","WI","2017",85
"Delavan-Darien School District","5503640","WI","2018",60
"Delavan-Darien School District","5503640","WI","2019",61
"Delavan-Darien School District","5503640","WI","2020",99
"Delavan-Darien School District","5503640","WI","2021",91
"Delavan-Darien School District","5503640","WI","2022",107
"Denmark School District","5503660","WI","2017",33
"Denmark School District","5503660","WI","2018",42
"Denmark School District","5503660","WI","2019",30
"Denmark School District","5503660","WI","2020",53
"Denmark School District","5503660","WI","2021",59
"Denmark School District","5503660","WI","2022",45
"Dodgeland School District","5507260","WI","2017",37
"Dodgeland School District","5507260","WI","2018",43
"Dodgeland School District","5507260","WI","2019",42
"Dodgeland School District","5507260","WI","2020",48
"Dodgeland School District","5507260","WI","2021",54
"Dodgeland School District","5507260","WI","2022",64
"Dodgeville School District","5503690","WI","2017",36
"Dodgeville School District","5503690","WI","2018",28
"Dodgeville School District","5503690","WI","2019",31
"Dodgeville School District","5503690","WI","2020",49
"Dodgeville School District","5503690","WI","2021",43
"Dodgeville School District","5503690","WI","2022",48
"Drummond Area School District","5503810","WI","2017",37
"Drummond Area School District","5503810","WI","2018",30
"Drummond Area School District","5503810","WI","2019",30
"Drummond Area School District","5503810","WI","2020",40
"Drummond Area School District","5503810","WI","2021",45
"Drummond Area School District","5503810","WI","2022",51
"Durand-Arkansaw School District","5503840","WI","2017",30
"Durand-Arkansaw School District","5503840","WI","2018",28
"Durand-Arkansaw School District","5503840","WI","2019",29
"Durand-Arkansaw School District","5503840","WI","2020",54
"Durand-Arkansaw School District","5503840","WI","2021",41
"Durand-Arkansaw School District","5503840","WI","2022",42
"East Troy Community School District","5504020","WI","2017",38
"East Troy Community School District","5504020","WI","2018",63
"East Troy Community School District","5504020","WI","2019",71
"East Troy Community School District","5504020","WI","2020",80
"East Troy Community School District","5504020","WI","2021",64
"East Troy Community School District","5504020","WI","2022",58
"Eau Claire Area School District","5504050","WI","2017",263
"Eau Claire Area School District","5504050","WI","2018",269
"Eau Claire Area School District","5504050","WI","2019",283
"Eau Claire Area School District","5504050","WI","2020",443
"Eau Claire Area School District","5504050","WI","2021",375
"Eau Claire Area School District","5504050","WI","2022",391
"Edgar School District","5504080","WI","2017",20
"Edgar School District","5504080","WI","2018",20
"Edgar School District","5504080","WI","2019",30
"Edgar School District","5504080","WI","2020",33
"Edgar School District","5504080","WI","2021",27
"Edgar School District","5504080","WI","2022",29
"Edgerton School District","5504110","WI","2017",52
"Edgerton School District","5504110","WI","2018",49
"Edgerton School District","5504110","WI","2019",54
"Edgerton School District","5504110","WI","2020",88
"Edgerton School District","5504110","WI","2021",71
"Edgerton School District","5504110","WI","2022",55
"Elcho School District","5504170","WI","2017",14
"Elcho School District","5504170","WI","2018",12
"Elcho School District","5504170","WI","2019",17
"Elcho School District","5504170","WI","2020",20
"Elcho School District","5504170","WI","2021",28
"Elcho School District","5504170","WI","2022",35
"Eleva-Strum School District","5504200","WI","2017",40
"Eleva-Strum School District","5504200","WI","2018",32
"Eleva-Strum School District","5504200","WI","2019",36
"Eleva-Strum School District","5504200","WI","2020",45
"Eleva-Strum School District","5504200","WI","2021",41
"Eleva-Strum School District","5504200","WI","2022",42
"Elk Mound Area School District","5504230","WI","2017",46
"Elk Mound Area School District","5504230","WI","2018",57
"Elk Mound Area School District","5504230","WI","2019",59
"Elk Mound Area School District","5504230","WI","2020",75
"Elk Mound Area School District","5504230","WI","2021",69
"Elk Mound Area School District","5504230","WI","2022",65
"Elkhart Lake-Glenbeulah School District","5504260","WI","2017",13
"Elkhart Lake-Glenbeulah School District","5504260","WI","2018",24
"Elkhart Lake-Glenbeulah School District","5504260","WI","2019",21
"Elkhart Lake-Glenbeulah School District","5504260","WI","2020",21
"Elkhart Lake-Glenbeulah School District","5504260","WI","2021",23
"Elkhart Lake-Glenbeulah School District","5504260","WI","2022",25
"Elkhorn Area School District","5504290","WI","2017",83
"Elkhorn Area School District","5504290","WI","2018",89
"Elkhorn Area School District","5504290","WI","2019",101
"Elkhorn Area School District","5504290","WI","2020",89
"Elkhorn Area School District","5504290","WI","2021",86
"Elkhorn Area School District","5504290","WI","2022",112
"Ellsworth Community School District","5504320","WI","2017",80
"Ellsworth Community School District","5504320","WI","2018",75
"Ellsworth Community School District","5504320","WI","2019",72
"Ellsworth Community School District","5504320","WI","2020",108
"Ellsworth Community School District","5504320","WI","2021",123
"Ellsworth Community School District","5504320","WI","2022",120
"Elmbrook School District","5501770","WI","2017",104
"Elmbrook School District","5501770","WI","2018",109
"Elmbrook School District","5501770","WI","2019",105
"Elmbrook School District","5501770","WI","2020",200
"Elmbrook School District","5501770","WI","2021",135
"Elmbrook School District","5501770","WI","2022",147
"Erin School District","5504410","WI","2017",27
"Erin School District","5504410","WI","2018",23
"Erin School District","5504410","WI","2019",27
"Erin School District","5504410","WI","2020",29
"Erin School District","5504410","WI","2021",22
"Erin School District","5504410","WI","2022",28
"Evansville Community School District","5504440","WI","2017",38
"Evansville Community School District","5504440","WI","2018",48
"Evansville Community School District","5504440","WI","2019",43
"Evansville Community School District","5504440","WI","2020",59
"Evansville Community School District","5504440","WI","2021",68
"Evansville Community School District","5504440","WI","2022",64
"Fall Creek School District","5504500","WI","2017",44
"Fall Creek School District","5504500","WI","2018",44
"Fall Creek School District","5504500","WI","2019",54
"Fall Creek School District","5504500","WI","2020",65
"Fall Creek School District","5504500","WI","2021",59
"Fall Creek School District","5504500","WI","2022",51
"Fennimore Community School District","5504590","WI","2017",32
"Fennimore Community School District","5504590","WI","2018",30
"Fennimore Community School District","5504590","WI","2019",25
"Fennimore Community School District","5504590","WI","2020",37
"Fennimore Community School District","5504590","WI","2021",39
"Fennimore Community School District","5504590","WI","2022",30
"Flambeau School District","5514970","WI","2017",26
"Flambeau School District","5514970","WI","2018",30
"Flambeau School District","5514970","WI","2019",37
"Flambeau School District","5514970","WI","2020",62
"Flambeau School District","5514970","WI","2021",55
"Flambeau School District","5514970","WI","2022",60
"Florence County School District","5504650","WI","2017",20
"Florence County School District","5504650","WI","2018",24
"Florence County School District","5504650","WI","2019",21
"Florence County School District","5504650","WI","2020",35
"Florence County School District","5504650","WI","2021",40
"Florence County School District","5504650","WI","2022",48
"Fond Du Lac School District","5504680","WI","2017",163
"Fond Du Lac School District","5504680","WI","2018",195
"Fond Du Lac School District","5504680","WI","2019",185
"Fond Du Lac School District","5504680","WI","2020",301
"Fond Du Lac School District","5504680","WI","2021",274
"Fond Du Lac School District","5504680","WI","2022",242
"Fort Atkinson School District","5504740","WI","2017",90
"Fort Atkinson School District","5504740","WI","2018",81
"Fort Atkinson School District","5504740","WI","2019",75
"Fort Atkinson School District","5504740","WI","2020",131
"Fort Atkinson School District","5504740","WI","2021",96
"Fort Atkinson School District","5504740","WI","2022",81
"Franklin Public School District","5504830","WI","2017",55
"Franklin Public School District","5504830","WI","2018",59
"Franklin Public School District","5504830","WI","2019",66
"Franklin Public School District","5504830","WI","2020",88
"Franklin Public School District","5504830","WI","2021",63
"Franklin Public School District","5504830","WI","2022",62
"Frederic School District","5504860","WI","2017",40
"Frederic School District","5504860","WI","2018",33
"Frederic School District","5504860","WI","2019",33
"Frederic School District","5504860","WI","2020",34
"Frederic School District","5504860","WI","2021",41
"Frederic School District","5504860","WI","2022",31
"Freedom Area School District","5504920","WI","2017",27
"Freedom Area School District","5504920","WI","2018",18
"Freedom Area School District","5504920","WI","2019",31
"Freedom Area School District","5504920","WI","2020",50
"Freedom Area School District","5504920","WI","2021",39
"Freedom Area School District","5504920","WI","2022",42
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2017",29
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2018",40
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2019",39
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2020",38
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2021",46
"Galesville-Ettrick-Trempealeau School District","5504960","WI","2022",50
"Germantown School District","5505160","WI","2017",90
"Germantown School District","5505160","WI","2018",87
"Germantown School District","5505160","WI","2019",80
"Germantown School District","5505160","WI","2020",150
"Germantown School District","5505160","WI","2021",137
"Germantown School District","5505160","WI","2022",138
"Gibraltar Area School District","5505220","WI","2017",27
"Gibraltar Area School District","5505220","WI","2018",20
"Gibraltar Area School District","5505220","WI","2019",21
"Gibraltar Area School District","5505220","WI","2020",52
"Gibraltar Area School District","5505220","WI","2021",43
"Gibraltar Area School District","5505220","WI","2022",50
"Gillett School District","5505250","WI","2017",19
"Gillett School District","5505250","WI","2018",18
"Gillett School District","5505250","WI","2019",30
"Gillett School District","5505250","WI","2020",21
"Gillett School District","5505250","WI","2021",33
"Gillett School District","5505250","WI","2022",38
"Gilman School District","5505280","WI","2017",33
"Gilman School District","5505280","WI","2018",32
"Gilman School District","5505280","WI","2019",28
"Gilman School District","5505280","WI","2020",29
"Gilman School District","5505280","WI","2021",38
"Gilman School District","5505280","WI","2022",36
"Glendale-River Hills School District","5505460","WI","2017",23
"Glendale-River Hills School District","5505460","WI","2018",16
"Glendale-River Hills School District","5505460","WI","2019",20
"Glendale-River Hills School District","5505460","WI","2020",42
"Glendale-River Hills School District","5505460","WI","2021",34
"Glendale-River Hills School District","5505460","WI","2022",32
"Glenwood City School District","5505520","WI","2017",29
"Glenwood City School District","5505520","WI","2018",28
"Glenwood City School District","5505520","WI","2019",25
"Glenwood City School District","5505520","WI","2020",33
"Glenwood City School District","5505520","WI","2021",31
"Glenwood City School District","5505520","WI","2022",34
"Grafton School District","5505610","WI","2017",34
"Grafton School District","5505610","WI","2018",47
"Grafton School District","5505610","WI","2019",39
"Grafton School District","5505610","WI","2020",79
"Grafton School District","5505610","WI","2021",52
"Grafton School District","5505610","WI","2022",53
"Grantsburg School District","5505670","WI","2017",37
"Grantsburg School District","5505670","WI","2018",42
"Grantsburg School District","5505670","WI","2019",38
"Grantsburg School District","5505670","WI","2020",60
"Grantsburg School District","5505670","WI","2021",57
"Grantsburg School District","5505670","WI","2022",60
"Green Bay Area Public School District","5505820","WI","2017",451
"Green Bay Area Public School District","5505820","WI","2018",452
"Green Bay Area Public School District","5505820","WI","2019",448
"Green Bay Area Public School District","5505820","WI","2020",663
"Green Bay Area Public School District","5505820","WI","2021",627
"Green Bay Area Public School District","5505820","WI","2022",655
"Greendale School District","5505910","WI","2017",18
"Greendale School District","5505910","WI","2018",22
"Greendale School District","5505910","WI","2019",23
"Greendale School District","5505910","WI","2020",55
"Greendale School District","5505910","WI","2021",34
"Greendale School District","5505910","WI","2022",48
"Greenfield School District","5505940","WI","2017",42
"Greenfield School District","5505940","WI","2018",49
"Greenfield School District","5505940","WI","2019",44
"Greenfield School District","5505940","WI","2020",92
"Greenfield School District","5505940","WI","2021",63
"Greenfield School District","5505940","WI","2022",75
"Hamilton School District","5506030","WI","2017",63
"Hamilton School District","5506030","WI","2018",63
"Hamilton School District","5506030","WI","2019",59
"Hamilton School District","5506030","WI","2020",112
"Hamilton School District","5506030","WI","2021",97
"Hamilton School District","5506030","WI","2022",107
"Hartford J1 School District","5506090","WI","2017",48
"Hartford J1 School District","5506090","WI","2018",50
"Hartford J1 School District","5506090","WI","2019",56
"Hartford J1 School District","5506090","WI","2020",90
"Hartford J1 School District","5506090","WI","2021",74
"Hartford J1 School District","5506090","WI","2022",86
"Hartford Uhs School District","5506120","WI","2017",64
"Hartford Uhs School District","5506120","WI","2018",77
"Hartford Uhs School District","5506120","WI","2019",72
"Hartford Uhs School District","5506120","WI","2020",80
"Hartford Uhs School District","5506120","WI","2021",78
"Hartford Uhs School District","5506120","WI","2022",87
"Hartland-Lakeside J3 School District","5506140","WI","2017",19
"Hartland-Lakeside J3 School District","5506140","WI","2018",23
"Hartland-Lakeside J3 School District","5506140","WI","2019",32
"Hartland-Lakeside J3 School District","5506140","WI","2020",49
"Hartland-Lakeside J3 School District","5506140","WI","2021",43
"Hartland-Lakeside J3 School District","5506140","WI","2022",48
"Hayward Community School District","5506270","WI","2017",41
"Hayward Community School District","5506270","WI","2018",29
"Hayward Community School District","5506270","WI","2019",34
"Hayward Community School District","5506270","WI","2020",41
"Hayward Community School District","5506270","WI","2021",48
"Hayward Community School District","5506270","WI","2022",38
"Herman-Neosho-Rubicon School District","5500075","WI","2017",22
"Herman-Neosho-Rubicon School District","5500075","WI","2018",21
"Herman-Neosho-Rubicon School District","5500075","WI","2019",20
"Herman-Neosho-Rubicon School District","5500075","WI","2020",32
"Herman-Neosho-Rubicon School District","5500075","WI","2021",28
"Herman-Neosho-Rubicon School District","5500075","WI","2022",27
"Hilbert School District","5506450","WI","2017",22
"Hilbert School District","5506450","WI","2018",19
"Hilbert School District","5506450","WI","2019",15
"Hilbert School District","5506450","WI","2020",31
"Hilbert School District","5506450","WI","2021",36
"Hilbert School District","5506450","WI","2022",30
"Hillsboro School District","5506480","WI","2017",76
"Hillsboro School District","5506480","WI","2018",68
"Hillsboro School District","5506480","WI","2019",64
"Hillsboro School District","5506480","WI","2020",56
"Hillsboro School District","5506480","WI","2021",71
"Hillsboro School District","5506480","WI","2022",70
"Holmen School District","5506540","WI","2017",82
"Holmen School District","5506540","WI","2018",94
"Holmen School District","5506540","WI","2019",96
"Holmen School District","5506540","WI","2020",115
"Holmen School District","5506540","WI","2021",108
"Holmen School District","5506540","WI","2022",102
"Horicon School District","5506570","WI","2017",40
"Horicon School District","5506570","WI","2018",41
"Horicon School District","5506570","WI","2019",37
"Horicon School District","5506570","WI","2020",45
"Horicon School District","5506570","WI","2021",37
"Horicon School District","5506570","WI","2022",42
"Hortonville Area School District","5506600","WI","2017",68
"Hortonville Area School District","5506600","WI","2018",98
"Hortonville Area School District","5506600","WI","2019",109
"Hortonville Area School District","5506600","WI","2020",166
"Hortonville Area School District","5506600","WI","2021",155
"Hortonville Area School District","5506600","WI","2022",166
"Howard-Suamico School District","5506630","WI","2017",73
"Howard-Suamico School District","5506630","WI","2018",87
"Howard-Suamico School District","5506630","WI","2019",89
"Howard-Suamico School District","5506630","WI","2020",124
"Howard-Suamico School District","5506630","WI","2021",111
"Howard-Suamico School District","5506630","WI","2022",28
"Howards Grove School District","5506660","WI","2017",17
"Howards Grove School District","5506660","WI","2018",23
"Howards Grove School District","5506660","WI","2019",24
"Howards Grove School District","5506660","WI","2020",43
"Howards Grove School District","5506660","WI","2021",28
"Howards Grove School District","5506660","WI","2022",135
"Hurley School District","5506750","WI","2017",11
"Hurley School District","5506750","WI","2018",17
"Hurley School District","5506750","WI","2019",7
"Hurley School District","5506750","WI","2020",24
"Hurley School District","5506750","WI","2021",20
"Hurley School District","5506750","WI","2022",24
"Iola-Scandinavia School District","5506840","WI","2017",30
"Iola-Scandinavia School District","5506840","WI","2018",24
"Iola-Scandinavia School District","5506840","WI","2019",28
"Iola-Scandinavia School District","5506840","WI","2020",45
"Iola-Scandinavia School District","5506840","WI","2021",39
"Iola-Scandinavia School District","5506840","WI","2022",32
"Iowa-Grant School District","5506870","WI","2017",21
"Iowa-Grant School District","5506870","WI","2018",18
"Iowa-Grant School District","5506870","WI","2019",17
"Iowa-Grant School District","5506870","WI","2020",27
"Iowa-Grant School District","5506870","WI","2021",44
"Iowa-Grant School District","5506870","WI","2022",27
"Ithaca School District","5506960","WI","2017",20
"Ithaca School District","5506960","WI","2018",17
"Ithaca School District","5506960","WI","2019",12
"Ithaca School District","5506960","WI","2020",32
"Ithaca School District","5506960","WI","2021",30
"Ithaca School District","5506960","WI","2022",23
"Janesville School District","5507020","WI","2017",270
"Janesville School District","5507020","WI","2018",277
"Janesville School District","5507020","WI","2019",290
"Janesville School District","5507020","WI","2020",463
"Janesville School District","5507020","WI","2021",410
"Janesville School District","5507020","WI","2022",418
"Jefferson School District","5507050","WI","2017",57
"Jefferson School District","5507050","WI","2018",47
"Jefferson School District","5507050","WI","2019",52
"Jefferson School District","5507050","WI","2020",105
"Jefferson School District","5507050","WI","2021",72
"Jefferson School District","5507050","WI","2022",68
"Johnson Creek School District","5507170","WI","2017",25
"Johnson Creek School District","5507170","WI","2018",18
"Johnson Creek School District","5507170","WI","2019",22
"Johnson Creek School District","5507170","WI","2020",38
"Johnson Creek School District","5507170","WI","2021",28
"Johnson Creek School District","5507170","WI","2022",27
"Kaukauna Area School District","5507290","WI","2017",118
"Kaukauna Area School District","5507290","WI","2018",117
"Kaukauna Area School District","5507290","WI","2019",119
"Kaukauna Area School District","5507290","WI","2020",183
"Kaukauna Area School District","5507290","WI","2021",182
"Kaukauna Area School District","5507290","WI","2022",210
"Kenosha School District","5507320","WI","2017",335
"Kenosha School District","5507320","WI","2018",358
"Kenosha School District","5507320","WI","2019",346
"Kenosha School District","5507320","WI","2020",618
"Kenosha School District","5507320","WI","2021",550
"Kenosha School District","5507320","WI","2022",514
"Kettle Moraine School District","5503510","WI","2017",129
"Kettle Moraine School District","5503510","WI","2018",131
"Kettle Moraine School District","5503510","WI","2019",124
"Kettle Moraine School District","5503510","WI","2020",193
"Kettle Moraine School District","5503510","WI","2021",170
"Kettle Moraine School District","5503510","WI","2022",154
"Kewaskum School District","5507380","WI","2017",114
"Kewaskum School District","5507380","WI","2018",108
"Kewaskum School District","5507380","WI","2019",98
"Kewaskum School District","5507380","WI","2020",124
"Kewaskum School District","5507380","WI","2021",133
"Kewaskum School District","5507380","WI","2022",105
"Kewaunee School District","5507410","WI","2017",27
"Kewaunee School District","5507410","WI","2018",27
"Kewaunee School District","5507410","WI","2019",26
"Kewaunee School District","5507410","WI","2020",22
"Kewaunee School District","5507410","WI","2021",31
"Kewaunee School District","5507410","WI","2022",35
"Kickapoo Area School District","5512540","WI","2017",36
"Kickapoo Area School District","5512540","WI","2018",28
"Kickapoo Area School District","5512540","WI","2019",38
"Kickapoo Area School District","5512540","WI","2020",39
"Kickapoo Area School District","5512540","WI","2021",44
"Kickapoo Area School District","5512540","WI","2022",27
"Kiel Area School District","5507440","WI","2017",35
"Kiel Area School District","5507440","WI","2018",42
"Kiel Area School District","5507440","WI","2019",40
"Kiel Area School District","5507440","WI","2020",65
"Kiel Area School District","5507440","WI","2021",68
"Kiel Area School District","5507440","WI","2022",61
"Kimberly Area School District","5507470","WI","2017",80
"Kimberly Area School District","5507470","WI","2018",63
"Kimberly Area School District","5507470","WI","2019",55
"Kimberly Area School District","5507470","WI","2020",79
"Kimberly Area School District","5507470","WI","2021",86
"Kimberly Area School District","5507470","WI","2022",100
"La Crosse School District","5507530","WI","2017",117
"La Crosse School District","5507530","WI","2018",111
"La Crosse School District","5507530","WI","2019",135
"La Crosse School District","5507530","WI","2020",176
"La Crosse School District","5507530","WI","2021",162
"La Crosse School District","5507530","WI","2022",162
"La Farge School District","5507560","WI","2017",18
"La Farge School District","5507560","WI","2018",15
"La Farge School District","5507560","WI","2019",11
"La Farge School District","5507560","WI","2020",30
"La Farge School District","5507560","WI","2021",35
"La Farge School District","5507560","WI","2022",25
"Ladysmith School District","5507590","WI","2017",25
"Ladysmith School District","5507590","WI","2018",32
"Ladysmith School District","5507590","WI","2019",33
"Ladysmith School District","5507590","WI","2020",45
"Ladysmith School District","5507590","WI","2021",49
"Ladysmith School District","5507590","WI","2022",57
"Lake Geneva J1 School District","5507620","WI","2017",38
"Lake Geneva J1 School District","5507620","WI","2018",44
"Lake Geneva J1 School District","5507620","WI","2019",35
"Lake Geneva J1 School District","5507620","WI","2020",35
"Lake Geneva J1 School District","5507620","WI","2021",38
"Lake Geneva J1 School District","5507620","WI","2022",38
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2017",42
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2018",28
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2019",23
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2020",31
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2021",26
"Lake Geneva-Genoa City Uhs School District","5507650","WI","2022",21
"Lake Holcombe School District","5507680","WI","2017",15
"Lake Holcombe School District","5507680","WI","2018",18
"Lake Holcombe School District","5507680","WI","2019",16
"Lake Holcombe School District","5507680","WI","2020",25
"Lake Holcombe School District","5507680","WI","2021",24
"Lake Holcombe School District","5507680","WI","2022",22
"Lake Mills Area School District","5507710","WI","2017",28
"Lake Mills Area School District","5507710","WI","2018",34
"Lake Mills Area School District","5507710","WI","2019",38
"Lake Mills Area School District","5507710","WI","2020",62
"Lake Mills Area School District","5507710","WI","2021",79
"Lake Mills Area School District","5507710","WI","2022",84
"Lakeland Uhs School District","5509630","WI","2017",19
"Lakeland Uhs School District","5509630","WI","2018",26
"Lakeland Uhs School District","5509630","WI","2019",40
"Lakeland Uhs School District","5509630","WI","2020",32
"Lakeland Uhs School District","5509630","WI","2021",35
"Lakeland Uhs School District","5509630","WI","2022",35
"Lancaster Community School District","5507770","WI","2017",60
"Lancaster Community School District","5507770","WI","2018",42
"Lancaster Community School District","5507770","WI","2019",46
"Lancaster Community School District","5507770","WI","2020",83
"Lancaster Community School District","5507770","WI","2021",67
"Lancaster Community School District","5507770","WI","2022",62
"Lodi School District","5508190","WI","2017",37
"Lodi School District","5508190","WI","2018",40
"Lodi School District","5508190","WI","2019",34
