"lea_name","lea_id","state","year","homeschool_students"
"Alpena School District","0502280","AR","2017",51
"Alpena School District","0502280","AR","2018",59
"Alpena School District","0502280","AR","2019",66
"Alpena School District","0502280","AR","2020",62
"Alpena School District","0502280","AR","2021",75
"Alpena School District","0502280","AR","2022",62
"Arkadelphia School District","0502430","AR","2017",91
"Arkadelphia School District","0502430","AR","2018",79
"Arkadelphia School District","0502430","AR","2019",71
"Arkadelphia School District","0502430","AR","2020",103
"Arkadelphia School District","0502430","AR","2021",89
"Arkadelphia School District","0502430","AR","2022",87
"Armorel School District","0502550","AR","2017",19
"Armorel School District","0502550","AR","2018",19
"Armorel School District","0502550","AR","2019",18
"Armorel School District","0502550","AR","2020",23
"Armorel School District","0502550","AR","2021",17
"Armorel School District","0502550","AR","2022",17
"Ashdown School District","0502580","AR","2017",40
"Ashdown School District","0502580","AR","2018",55
"Ashdown School District","0502580","AR","2019",41
"Ashdown School District","0502580","AR","2020",41
"Ashdown School District","0502580","AR","2021",65
"Ashdown School District","0502580","AR","2022",55
"Atkins School District","0502610","AR","2017",53
"Atkins School District","0502610","AR","2018",46
"Atkins School District","0502610","AR","2019",46
"Atkins School District","0502610","AR","2020",95
"Atkins School District","0502610","AR","2021",65
"Atkins School District","0502610","AR","2022",93
"Bald Knob School District","0502700","AR","2017",67
"Bald Knob School District","0502700","AR","2018",76
"Bald Knob School District","0502700","AR","2019",85
"Bald Knob School District","0502700","AR","2020",130
"Bald Knob School District","0502700","AR","2021",144
"Bald Knob School District","0502700","AR","2022",114
"Batesville School District","0500019","AR","2017",141
"Batesville School District","0500019","AR","2018",176
"Batesville School District","0500019","AR","2019",139
"Batesville School District","0500019","AR","2020",200
"Batesville School District","0500019","AR","2021",206
"Batesville School District","0500019","AR","2022",239
"Bauxite School District","0502790","AR","2017",53
"Bauxite School District","0502790","AR","2018",68
"Bauxite School District","0502790","AR","2019",73
"Bauxite School District","0502790","AR","2020",95
"Bauxite School District","0502790","AR","2021",82
"Bauxite School District","0502790","AR","2022",80
"Bay School District","0502820","AR","2017",14
"Bay School District","0502820","AR","2018",23
"Bay School District","0502820","AR","2019",28
"Bay School District","0502820","AR","2020",32
"Bay School District","0502820","AR","2021",51
"Bay School District","0502820","AR","2022",47
"Bearden School District","0500032","AR","2017",9
"Bearden School District","0500032","AR","2018",7
"Bearden School District","0500032","AR","2019",4
"Bearden School District","0500032","AR","2020",15
"Bearden School District","0500032","AR","2021",17
"Bearden School District","0500032","AR","2022",19
"Beebe School District","0502880","AR","2017",190
"Beebe School District","0502880","AR","2018",206
"Beebe School District","0502880","AR","2019",215
"Beebe School District","0502880","AR","2020",279
"Beebe School District","0502880","AR","2021",269
"Beebe School District","0502880","AR","2022",291
"Bentonville School District","0503060","AR","2017",1021
"Bentonville School District","0503060","AR","2018",1121
"Bentonville School District","0503060","AR","2019",1056
"Bentonville School District","0503060","AR","2020",1613
"Bentonville School District","0503060","AR","2021",1532
"Bentonville School District","0503060","AR","2022",1503
"Bergman School District","0503090","AR","2017",54
"Bergman School District","0503090","AR","2018",77
"Bergman School District","0503090","AR","2019",83
"Bergman School District","0503090","AR","2020",91
"Bergman School District","0503090","AR","2021",100
"Bergman School District","0503090","AR","2022",146
"Berryville School District","0503150","AR","2017",98
"Berryville School District","0503150","AR","2018",127
"Berryville School District","0503150","AR","2019",142
"Berryville School District","0503150","AR","2020",157
"Berryville School District","0503150","AR","2021",224
"Berryville School District","0503150","AR","2022",214
"Bismarck School District","0503240","AR","2017",89
"Bismarck School District","0503240","AR","2018",80
"Bismarck School District","0503240","AR","2019",80
"Bismarck School District","0503240","AR","2020",101
"Bismarck School District","0503240","AR","2021",103
"Bismarck School District","0503240","AR","2022",112
"Blevins School District","0503300","AR","2017",23
"Blevins School District","0503300","AR","2018",21
"Blevins School District","0503300","AR","2019",19
"Blevins School District","0503300","AR","2020",21
"Blevins School District","0503300","AR","2021",24
"Blevins School District","0503300","AR","2022",27
"Blytheville School District","0503320","AR","2017",17
"Blytheville School District","0503320","AR","2018",34
"Blytheville School District","0503320","AR","2019",21
"Blytheville School District","0503320","AR","2020",28
"Blytheville School District","0503320","AR","2021",39
"Blytheville School District","0503320","AR","2022",32
"Booneville School District","0503450","AR","2017",39
"Booneville School District","0503450","AR","2018",50
"Booneville School District","0503450","AR","2019",47
"Booneville School District","0503450","AR","2020",63
"Booneville School District","0503450","AR","2021",80
"Booneville School District","0503450","AR","2022",104
"Bradford School District","0503480","AR","2017",24
"Bradford School District","0503480","AR","2018",33
"Bradford School District","0503480","AR","2019",18
"Bradford School District","0503480","AR","2020",34
"Bradford School District","0503480","AR","2021",43
"Bradford School District","0503480","AR","2022",28
"Brinkley School District","0503630","AR","2017",13
"Brinkley School District","0503630","AR","2018",17
"Brinkley School District","0503630","AR","2019",13
"Brinkley School District","0503630","AR","2020",10
"Brinkley School District","0503630","AR","2021",19
"Brinkley School District","0503630","AR","2022",24
"Brookland School District","0503640","AR","2017",113
"Brookland School District","0503640","AR","2018",113
"Brookland School District","0503640","AR","2019",131
"Brookland School District","0503640","AR","2020",171
"Brookland School District","0503640","AR","2021",203
"Brookland School District","0503640","AR","2022",170
"Bryant School District","0503690","AR","2017",328
"Bryant School District","0503690","AR","2018",376
"Bryant School District","0503690","AR","2019",394
"Bryant School District","0503690","AR","2020",557
"Bryant School District","0503690","AR","2021",514
"Bryant School District","0503690","AR","2022",540
"Buffalo Is. Central Sch. Dist.","0503710","AR","2017",22
"Buffalo Is. Central Sch. Dist.","0503710","AR","2018",22
"Buffalo Is. Central Sch. Dist.","0503710","AR","2019",19
"Buffalo Is. Central Sch. Dist.","0503710","AR","2020",40
"Buffalo Is. Central Sch. Dist.","0503710","AR","2021",31
"Buffalo Is. Central Sch. Dist.","0503710","AR","2022",36
"Cabot School District","0503750","AR","2017",562
"Cabot School District","0503750","AR","2018",551
"Cabot School District","0503750","AR","2019",564
"Cabot School District","0503750","AR","2020",748
"Cabot School District","0503750","AR","2021",711
"Cabot School District","0503750","AR","2022",674
"Caddo Hills School District","0503770","AR","2017",24
"Caddo Hills School District","0503770","AR","2018",38
"Caddo Hills School District","0503770","AR","2019",34
"Caddo Hills School District","0503770","AR","2020",61
"Caddo Hills School District","0503770","AR","2021",67
"Caddo Hills School District","0503770","AR","2022",70
"Calico Rock School District","0503840","AR","2017",30
"Calico Rock School District","0503840","AR","2018",33
"Calico Rock School District","0503840","AR","2019",37
"Calico Rock School District","0503840","AR","2020",40
"Calico Rock School District","0503840","AR","2021",31
"Calico Rock School District","0503840","AR","2022",52
"Carlisle School District","0503960","AR","2017",39
"Carlisle School District","0503960","AR","2018",50
"Carlisle School District","0503960","AR","2019",34
"Carlisle School District","0503960","AR","2020",41
"Carlisle School District","0503960","AR","2021",43
"Carlisle School District","0503960","AR","2022",33
"Cave City School District","0504050","AR","2017",79
"Cave City School District","0504050","AR","2018",70
"Cave City School District","0504050","AR","2019",66
"Cave City School District","0504050","AR","2020",79
"Cave City School District","0504050","AR","2021",137
"Cave City School District","0504050","AR","2022",147
"Cedar Ridge School District","0500070","AR","2017",39
"Cedar Ridge School District","0500070","AR","2018",61
"Cedar Ridge School District","0500070","AR","2019",50
"Cedar Ridge School District","0500070","AR","2020",73
"Cedar Ridge School District","0500070","AR","2021",107
"Cedar Ridge School District","0500070","AR","2022",88
"Cedarville School District","0504080","AR","2017",36
"Cedarville School District","0504080","AR","2018",46
"Cedarville School District","0504080","AR","2019",51
"Cedarville School District","0504080","AR","2020",94
"Cedarville School District","0504080","AR","2021",90
"Cedarville School District","0504080","AR","2022",112
"Centerpoint School District","0506690","AR","2017",49
"Centerpoint School District","0506690","AR","2018",53
"Centerpoint School District","0506690","AR","2019",42
"Centerpoint School District","0506690","AR","2020",64
"Centerpoint School District","0506690","AR","2021",70
"Centerpoint School District","0506690","AR","2022",85
"Charleston School District","0504200","AR","2017",22
"Charleston School District","0504200","AR","2018",39
"Charleston School District","0504200","AR","2019",29
"Charleston School District","0504200","AR","2020",47
"Charleston School District","0504200","AR","2021",38
"Charleston School District","0504200","AR","2022",46
"Clarendon School District","0504350","AR","2017",18
"Clarendon School District","0504350","AR","2018",12
"Clarendon School District","0504350","AR","2019",14
"Clarendon School District","0504350","AR","2020",18
"Clarendon School District","0504350","AR","2021",26
"Clarendon School District","0504350","AR","2022",27
"Clarksville School District","0504380","AR","2017",137
"Clarksville School District","0504380","AR","2018",123
"Clarksville School District","0504380","AR","2019",126
"Clarksville School District","0504380","AR","2020",155
"Clarksville School District","0504380","AR","2021",143
"Clarksville School District","0504380","AR","2022",120
"Clinton School District","0504410","AR","2017",94
"Clinton School District","0504410","AR","2018",100
"Clinton School District","0504410","AR","2019",135
"Clinton School District","0504410","AR","2020",181
"Clinton School District","0504410","AR","2021",164
"Clinton School District","0504410","AR","2022",171
"Corning School District","0500009","AR","2017",30
"Corning School District","0500009","AR","2018",31
"Corning School District","0500009","AR","2019",33
"Corning School District","0500009","AR","2020",56
"Corning School District","0500009","AR","2021",69
"Corning School District","0500009","AR","2022",59
"Cossatot River School District","0500405","AR","2017",77
"Cossatot River School District","0500405","AR","2018",61
"Cossatot River School District","0500405","AR","2019",83
"Cossatot River School District","0500405","AR","2020",95
"Cossatot River School District","0500405","AR","2021",93
"Cossatot River School District","0500405","AR","2022",86
"Cotter School District","0504680","AR","2017",32
"Cotter School District","0504680","AR","2018",33
"Cotter School District","0504680","AR","2019",45
"Cotter School District","0504680","AR","2020",47
"Cotter School District","0504680","AR","2021",58
"Cotter School District","0504680","AR","2022",56
"County Line School District","0504740","AR","2017",29
"County Line School District","0504740","AR","2018",26
"County Line School District","0504740","AR","2019",30
"County Line School District","0504740","AR","2020",45
"County Line School District","0504740","AR","2021",54
"County Line School District","0504740","AR","2022",46
"Cross County School District","0507740","AR","2017",25
"Cross County School District","0507740","AR","2018",29
"Cross County School District","0507740","AR","2019",38
"Cross County School District","0507740","AR","2020",49
"Cross County School District","0507740","AR","2021",58
"Cross County School District","0507740","AR","2022",65
"Crossett School District","0504800","AR","2017",60
"Crossett School District","0504800","AR","2018",56
"Crossett School District","0504800","AR","2019",78
"Crossett School District","0504800","AR","2020",103
"Crossett School District","0504800","AR","2021",87
"Crossett School District","0504800","AR","2022",92
"Danville School District","0504890","AR","2017",13
"Danville School District","0504890","AR","2018",14
"Danville School District","0504890","AR","2019",16
"Danville School District","0504890","AR","2020",35
"Danville School District","0504890","AR","2021",29
"Danville School District","0504890","AR","2022",29
"Dardanelle School District","0504930","AR","2017",92
"Dardanelle School District","0504930","AR","2018",96
"Dardanelle School District","0504930","AR","2019",103
"Dardanelle School District","0504930","AR","2020",132
"Dardanelle School District","0504930","AR","2021",150
"Dardanelle School District","0504930","AR","2022",119
"Decatur School District","0504980","AR","2017",32
"Decatur School District","0504980","AR","2018",38
"Decatur School District","0504980","AR","2019",48
"Decatur School District","0504980","AR","2020",53
"Decatur School District","0504980","AR","2021",38
"Decatur School District","0504980","AR","2022",39
"Dequeen School District","0500049","AR","2017",41
"Dequeen School District","0500049","AR","2018",51
"Dequeen School District","0500049","AR","2019",62
"Dequeen School District","0500049","AR","2020",54
"Dequeen School District","0500049","AR","2021",72
"Dequeen School District","0500049","AR","2022",50
"Des Arc School District","0505190","AR","2017",30
"Des Arc School District","0505190","AR","2018",34
"Des Arc School District","0505190","AR","2019",35
"Des Arc School District","0505190","AR","2020",45
"Des Arc School District","0505190","AR","2021",32
"Des Arc School District","0505190","AR","2022",30
"Dewitt School District","0500001","AR","2017",52
"Dewitt School District","0500001","AR","2018",55
"Dewitt School District","0500001","AR","2019",41
"Dewitt School District","0500001","AR","2020",63
"Dewitt School District","0500001","AR","2021",69
"Dewitt School District","0500001","AR","2022",50
"Dierks School District","0505340","AR","2017",9
"Dierks School District","0505340","AR","2018",15
"Dierks School District","0505340","AR","2019",16
"Dierks School District","0505340","AR","2020",17
"Dierks School District","0505340","AR","2021",29
"Dierks School District","0505340","AR","2022",16
"Drew Central School District","0505470","AR","2017",27
"Drew Central School District","0505470","AR","2018",32
"Drew Central School District","0505470","AR","2019",41
"Drew Central School District","0505470","AR","2020",51
"Drew Central School District","0505470","AR","2021",56
"Drew Central School District","0505470","AR","2022",47
"Dumas School District","0505500","AR","2017",13
"Dumas School District","0505500","AR","2018",10
"Dumas School District","0505500","AR","2019",13
"Dumas School District","0505500","AR","2020",24
"Dumas School District","0505500","AR","2021",23
"Dumas School District","0505500","AR","2022",26
"East End School District","0505580","AR","2017",42
"East End School District","0505580","AR","2018",47
"East End School District","0505580","AR","2019",46
"East End School District","0505580","AR","2020",53
"East End School District","0505580","AR","2021",59
"East End School District","0505580","AR","2022",71
"East Poinsett Co. School Dist.","0500048","AR","2017",7
"East Poinsett Co. School Dist.","0500048","AR","2018",10
"East Poinsett Co. School Dist.","0500048","AR","2019",13
"East Poinsett Co. School Dist.","0500048","AR","2020",21
"East Poinsett Co. School Dist.","0500048","AR","2021",21
"East Poinsett Co. School Dist.","0500048","AR","2022",25
"El Dorado School District","0505680","AR","2017",103
"El Dorado School District","0505680","AR","2018",113
"El Dorado School District","0505680","AR","2019",103
"El Dorado School District","0505680","AR","2020",126
"El Dorado School District","0505680","AR","2021",133
"El Dorado School District","0505680","AR","2022",122
"Elkins School District","0505760","AR","2017",46
"Elkins School District","0505760","AR","2018",38
"Elkins School District","0505760","AR","2019",46
"Elkins School District","0505760","AR","2020",84
"Elkins School District","0505760","AR","2021",71
"Elkins School District","0505760","AR","2022",82
"England School District","0505850","AR","2017",17
"England School District","0505850","AR","2018",25
"England School District","0505850","AR","2019",15
"England School District","0505850","AR","2020",39
"England School District","0505850","AR","2021",35
"England School District","0505850","AR","2022",24
"Eureka Springs School District","0505970","AR","2017",71
"Eureka Springs School District","0505970","AR","2018",72
"Eureka Springs School District","0505970","AR","2019",63
"Eureka Springs School District","0505970","AR","2020",144
"Eureka Springs School District","0505970","AR","2021",102
"Eureka Springs School District","0505970","AR","2022",80
"Fayetteville School District","0506120","AR","2017",381
"Fayetteville School District","0506120","AR","2018",458
"Fayetteville School District","0506120","AR","2019",499
"Fayetteville School District","0506120","AR","2020",826
"Fayetteville School District","0506120","AR","2021",690
"Fayetteville School District","0506120","AR","2022",579
"Flippin School District","0506150","AR","2017",45
"Flippin School District","0506150","AR","2018",61
"Flippin School District","0506150","AR","2019",72
"Flippin School District","0506150","AR","2020",66
"Flippin School District","0506150","AR","2021",83
"Flippin School District","0506150","AR","2022",86
"Fordyce School District","0506210","AR","2017",14
"Fordyce School District","0506210","AR","2018",11
"Fordyce School District","0506210","AR","2019",12
"Fordyce School District","0506210","AR","2020",15
"Fordyce School District","0506210","AR","2021",16
"Fordyce School District","0506210","AR","2022",26
"Foreman School District","0506240","AR","2017",23
"Foreman School District","0506240","AR","2018",22
"Foreman School District","0506240","AR","2019",21
"Foreman School District","0506240","AR","2020",27
"Foreman School District","0506240","AR","2021",37
"Foreman School District","0506240","AR","2022",35
"Forrest City School District","0506270","AR","2017",43
"Forrest City School District","0506270","AR","2018",33
"Forrest City School District","0506270","AR","2019",40
"Forrest City School District","0506270","AR","2020",37
"Forrest City School District","0506270","AR","2021",64
"Forrest City School District","0506270","AR","2022",50
"Fort Smith School District","0506330","AR","2017",493
"Fort Smith School District","0506330","AR","2018",449
"Fort Smith School District","0506330","AR","2019",460
"Fort Smith School District","0506330","AR","2020",705
"Fort Smith School District","0506330","AR","2021",611
"Fort Smith School District","0506330","AR","2022",549
"Fouke School District","0506360","AR","2017",45
"Fouke School District","0506360","AR","2018",41
"Fouke School District","0506360","AR","2019",48
"Fouke School District","0506360","AR","2020",66
"Fouke School District","0506360","AR","2021",68
"Fouke School District","0506360","AR","2022",80
"Fountain Lake School District","0506420","AR","2017",63
"Fountain Lake School District","0506420","AR","2018",79
"Fountain Lake School District","0506420","AR","2019",104
"Fountain Lake School District","0506420","AR","2020",108
"Fountain Lake School District","0506420","AR","2021",138
"Fountain Lake School District","0506420","AR","2022",122
"Genoa Central School District","0504110","AR","2017",22
"Genoa Central School District","0504110","AR","2018",27
"Genoa Central School District","0504110","AR","2019",30
"Genoa Central School District","0504110","AR","2020",70
"Genoa Central School District","0504110","AR","2021",60
"Genoa Central School District","0504110","AR","2022",61
"Gentry School District","0506540","AR","2017",100
"Gentry School District","0506540","AR","2018",97
"Gentry School District","0506540","AR","2019",119
"Gentry School District","0506540","AR","2020",133
"Gentry School District","0506540","AR","2021",146
"Gentry School District","0506540","AR","2022",154
"Glen Rose School District","0506630","AR","2017",54
"Glen Rose School District","0506630","AR","2018",58
"Glen Rose School District","0506630","AR","2019",42
"Glen Rose School District","0506630","AR","2020",80
"Glen Rose School District","0506630","AR","2021",73
"Glen Rose School District","0506630","AR","2022",74
"Gosnell School District","0500029","AR","2017",21
"Gosnell School District","0500029","AR","2018",13
"Gosnell School District","0500029","AR","2019",24
"Gosnell School District","0500029","AR","2020",18
"Gosnell School District","0500029","AR","2021",30
"Gosnell School District","0500029","AR","2022",21
"Gravette School District","0506840","AR","2017",192
"Gravette School District","0506840","AR","2018",218
"Gravette School District","0506840","AR","2019",246
"Gravette School District","0506840","AR","2020",378
"Gravette School District","0506840","AR","2021",401
"Gravette School District","0506840","AR","2022",389
"Green Forest School District","0506870","AR","2017",86
"Green Forest School District","0506870","AR","2018",100
"Green Forest School District","0506870","AR","2019",82
"Green Forest School District","0506870","AR","2020",105
"Green Forest School District","0506870","AR","2021",140
"Green Forest School District","0506870","AR","2022",130
"Greenbrier School District","0506900","AR","2017",196
"Greenbrier School District","0506900","AR","2018",211
"Greenbrier School District","0506900","AR","2019",209
"Greenbrier School District","0506900","AR","2020",267
"Greenbrier School District","0506900","AR","2021",318
"Greenbrier School District","0506900","AR","2022",335
"Gurdon School District","0507110","AR","2017",18
"Gurdon School District","0507110","AR","2018",27
"Gurdon School District","0507110","AR","2019",26
"Gurdon School District","0507110","AR","2020",36
"Gurdon School District","0507110","AR","2021",36
"Gurdon School District","0507110","AR","2022",45
"Guy-Perkins School District","0507140","AR","2017",46
"Guy-Perkins School District","0507140","AR","2018",55
"Guy-Perkins School District","0507140","AR","2019",58
"Guy-Perkins School District","0507140","AR","2020",73
"Guy-Perkins School District","0507140","AR","2021",62
"Guy-Perkins School District","0507140","AR","2022",60
"Hackett School District","0507170","AR","2017",31
"Hackett School District","0507170","AR","2018",33
"Hackett School District","0507170","AR","2019",37
"Hackett School District","0507170","AR","2020",39
"Hackett School District","0507170","AR","2021",47
"Hackett School District","0507170","AR","2022",39
"Hamburg School District","0500042","AR","2017",33
"Hamburg School District","0500042","AR","2018",40
"Hamburg School District","0500042","AR","2019",43
"Hamburg School District","0500042","AR","2020",72
"Hamburg School District","0500042","AR","2021",60
"Hamburg School District","0500042","AR","2022",51
"Harrisburg School District","0507350","AR","2017",52
"Harrisburg School District","0507350","AR","2018",54
"Harrisburg School District","0507350","AR","2019",57
"Harrisburg School District","0507350","AR","2020",77
"Harrisburg School District","0507350","AR","2021",77
"Harrisburg School District","0507350","AR","2022",85
"Harrison School District","0507380","AR","2017",253
"Harrison School District","0507380","AR","2018",239
"Harrison School District","0507380","AR","2019",274
"Harrison School District","0507380","AR","2020",319
"Harrison School District","0507380","AR","2021",365
"Harrison School District","0507380","AR","2022",382
"Hazen School District","0507530","AR","2017",17
"Hazen School District","0507530","AR","2018",25
"Hazen School District","0507530","AR","2019",14
"Hazen School District","0507530","AR","2020",17
"Hazen School District","0507530","AR","2021",10
"Hazen School District","0507530","AR","2022",14
"Heber Springs School District","0507560","AR","2017",126
"Heber Springs School District","0507560","AR","2018",95
"Heber Springs School District","0507560","AR","2019",117
"Heber Springs School District","0507560","AR","2020",138
"Heber Springs School District","0507560","AR","2021",126
"Heber Springs School District","0507560","AR","2022",91
"Hector School District","0507620","AR","2017",30
"Hector School District","0507620","AR","2018",54
"Hector School District","0507620","AR","2019",25
"Hector School District","0507620","AR","2020",43
"Hector School District","0507620","AR","2021",47
"Hector School District","0507620","AR","2022",45
"Hermitage School District","0507710","AR","2017",8
"Hermitage School District","0507710","AR","2018",13
"Hermitage School District","0507710","AR","2019",3
"Hermitage School District","0507710","AR","2020",8
"Hermitage School District","0507710","AR","2021",7
"Hermitage School District","0507710","AR","2022",11
"Hillcrest School District","0500071","AR","2017",50
"Hillcrest School District","0500071","AR","2018",59
"Hillcrest School District","0500071","AR","2019",74
"Hillcrest School District","0500071","AR","2020",91
"Hillcrest School District","0500071","AR","2021",72
"Hillcrest School District","0500071","AR","2022",75
"Hope School District","0507840","AR","2017",68
"Hope School District","0507840","AR","2018",82
"Hope School District","0507840","AR","2019",97
"Hope School District","0507840","AR","2020",80
"Hope School District","0507840","AR","2021",83
"Hope School District","0507840","AR","2022",92
"Hot Springs School District","0507890","AR","2017",187
"Hot Springs School District","0507890","AR","2018",131
"Hot Springs School District","0507890","AR","2019",125
"Hot Springs School District","0507890","AR","2020",151
"Hot Springs School District","0507890","AR","2021",151
"Hot Springs School District","0507890","AR","2022",172
"Hoxie School District","0507990","AR","2017",10
"Hoxie School District","0507990","AR","2018",7
"Hoxie School District","0507990","AR","2019",15
"Hoxie School District","0507990","AR","2020",16
"Hoxie School District","0507990","AR","2021",21
"Hoxie School District","0507990","AR","2022",25
"Huntsville School District","0508130","AR","2017",207
"Huntsville School District","0508130","AR","2018",226
"Huntsville School District","0508130","AR","2019",237
"Huntsville School District","0508130","AR","2020",322
"Huntsville School District","0508130","AR","2021",328
"Huntsville School District","0508130","AR","2022",347
"Jackson Co. School District","0513230","AR","2017",35
"Jackson Co. School District","0513230","AR","2018",18
"Jackson Co. School District","0513230","AR","2019",43
"Jackson Co. School District","0513230","AR","2020",70
"Jackson Co. School District","0513230","AR","2021",71
"Jackson Co. School District","0513230","AR","2022",58
"Jacksonville North Pulaski School District","0500419","AR","2017",202
"Jacksonville North Pulaski School District","0500419","AR","2018",307
"Jacksonville North Pulaski School District","0500419","AR","2019",359
"Jacksonville North Pulaski School District","0500419","AR","2020",458
"Jacksonville North Pulaski School District","0500419","AR","2021",378
"Jacksonville North Pulaski School District","0500419","AR","2022",397
"Jasper School District","0508240","AR","2017",100
"Jasper School District","0508240","AR","2018",93
"Jasper School District","0508240","AR","2019",96
"Jasper School District","0508240","AR","2020",121
"Jasper School District","0508240","AR","2021",110
"Jasper School District","0508240","AR","2022",124
"Jessieville School District","0507920","AR","2017",30
"Jessieville School District","0507920","AR","2018",34
"Jessieville School District","0507920","AR","2019",39
"Jessieville School District","0507920","AR","2020",77
"Jessieville School District","0507920","AR","2021",58
"Jessieville School District","0507920","AR","2022",72
"Jonesboro School District","0508280","AR","2017",231
"Jonesboro School District","0508280","AR","2018",225
"Jonesboro School District","0508280","AR","2019",212
"Jonesboro School District","0508280","AR","2020",278
"Jonesboro School District","0508280","AR","2021",280
"Jonesboro School District","0508280","AR","2022",270
"Junction City School District","0508340","AR","2017",10
"Junction City School District","0508340","AR","2018",18
"Junction City School District","0508340","AR","2019",12
"Junction City School District","0508340","AR","2020",19
"Junction City School District","0508340","AR","2021",8
"Junction City School District","0508340","AR","2022",15
"Kirby School District","0508490","AR","2017",29
"Kirby School District","0508490","AR","2018",26
"Kirby School District","0508490","AR","2019",33
"Kirby School District","0508490","AR","2020",36
"Kirby School District","0508490","AR","2021",43
"Kirby School District","0508490","AR","2022",47
"Lafayette County School District","0500065","AR","2017",13
"Lafayette County School District","0500065","AR","2018",17
"Lafayette County School District","0500065","AR","2019",22
"Lafayette County School District","0500065","AR","2020",33
"Lafayette County School District","0500065","AR","2021",35
"Lafayette County School District","0500065","AR","2022",22
"Lake Hamilton School District","0508610","AR","2017",166
"Lake Hamilton School District","0508610","AR","2018",225
"Lake Hamilton School District","0508610","AR","2019",208
"Lake Hamilton School District","0508610","AR","2020",251
"Lake Hamilton School District","0508610","AR","2021",268
"Lake Hamilton School District","0508610","AR","2022",254
"Lakeside School District (Chicot County)","0508640","AR","2017",17
"Lakeside School District (Chicot County)","0508640","AR","2018",41
"Lakeside School District (Chicot County)","0508640","AR","2019",24
"Lakeside School District (Chicot County)","0508640","AR","2020",43
"Lakeside School District (Chicot County)","0508640","AR","2021",47
"Lakeside School District (Chicot County)","0508640","AR","2022",39
"Lamar School District","0508700","AR","2017",59
"Lamar School District","0508700","AR","2018",59
"Lamar School District","0508700","AR","2019",63
"Lamar School District","0508700","AR","2020",86
"Lamar School District","0508700","AR","2021",90
"Lamar School District","0508700","AR","2022",75
"Lavaca School District","0508730","AR","2017",43
"Lavaca School District","0508730","AR","2018",56
"Lavaca School District","0508730","AR","2019",48
"Lavaca School District","0508730","AR","2020",68
"Lavaca School District","0508730","AR","2021",56
"Lavaca School District","0508730","AR","2022",72
"Lawrence County School District","0500082","AR","2017",36
"Lawrence County School District","0500082","AR","2018",63
"Lawrence County School District","0500082","AR","2019",62
"Lawrence County School District","0500082","AR","2020",89
"Lawrence County School District","0500082","AR","2021",96
"Lawrence County School District","0500082","AR","2022",97
"Lead Hill School District","0503420","AR","2017",52
"Lead Hill School District","0503420","AR","2018",56
"Lead Hill School District","0503420","AR","2019",71
"Lead Hill School District","0503420","AR","2020",78
"Lead Hill School District","0503420","AR","2021",96
"Lead Hill School District","0503420","AR","2022",94
"Lincoln School District","0508940","AR","2017",77
"Lincoln School District","0508940","AR","2018",59
"Lincoln School District","0508940","AR","2019",67
"Lincoln School District","0508940","AR","2020",107
"Lincoln School District","0508940","AR","2021",118
"Lincoln School District","0508940","AR","2022",114
"Little Rock School District","0509000","AR","2017",656
"Little Rock School District","0509000","AR","2018",694
"Little Rock School District","0509000","AR","2019",690
"Little Rock School District","0509000","AR","2020",858
"Little Rock School District","0509000","AR","2021",776
"Little Rock School District","0509000","AR","2022",624
"Lonoke School District","0509060","AR","2017",59
"Lonoke School District","0509060","AR","2018",87
"Lonoke School District","0509060","AR","2019",72
"Lonoke School District","0509060","AR","2020",64
"Lonoke School District","0509060","AR","2021",72
"Lonoke School District","0509060","AR","2022",86
"Magazine School District","0509150","AR","2017",13
"Magazine School District","0509150","AR","2018",10
"Magazine School District","0509150","AR","2019",15
"Magazine School District","0509150","AR","2020",16
"Magazine School District","0509150","AR","2021",24
"Magazine School District","0509150","AR","2022",28
"Magnet Cove School Dist.","0509190","AR","2017",16
"Magnet Cove School Dist.","0509190","AR","2018",25
"Magnet Cove School Dist.","0509190","AR","2019",20
"Magnet Cove School Dist.","0509190","AR","2020",26
"Magnet Cove School Dist.","0509190","AR","2021",39
"Magnet Cove School Dist.","0509190","AR","2022",30
"Magnolia School District","0500044","AR","2017",80
"Magnolia School District","0500044","AR","2018",77
"Magnolia School District","0500044","AR","2019",74
"Magnolia School District","0500044","AR","2020",132
"Magnolia School District","0500044","AR","2021",173
"Magnolia School District","0500044","AR","2022",132
"Malvern School District","0509240","AR","2017",78
"Malvern School District","0509240","AR","2018",117
"Malvern School District","0509240","AR","2019",121
"Malvern School District","0509240","AR","2020",143
"Malvern School District","0509240","AR","2021",163
"Malvern School District","0509240","AR","2022",136
"Manila School District","0500046","AR","2017",34
"Manila School District","0500046","AR","2018",43
"Manila School District","0500046","AR","2019",50
"Manila School District","0500046","AR","2020",58
"Manila School District","0500046","AR","2021",54
"Manila School District","0500046","AR","2022",60
"Marmaduke School District","0500016","AR","2017",21
"Marmaduke School District","0500016","AR","2018",40
"Marmaduke School District","0500016","AR","2019",37
"Marmaduke School District","0500016","AR","2020",55
"Marmaduke School District","0500016","AR","2021",63
"Marmaduke School District","0500016","AR","2022",67
"Mayflower School District","0509540","AR","2017",70
"Mayflower School District","0509540","AR","2018",75
"Mayflower School District","0509540","AR","2019",63
"Mayflower School District","0509540","AR","2020",93
"Mayflower School District","0509540","AR","2021",103
"Mayflower School District","0509540","AR","2022",88
